Image ID;External ID;Image URL;Object Name;Annotation Type;Annotation Details
cm2ogzb3t03dj0784poa2m5h5;Dag1-22.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F9382f1c1-b98e-e3d5-b73d-967f0bf905e5-Dag1-22.jpg?Expires=1731342067107&KeyName=labelbox-assets-key-3&Signature=HxHULGhXo-M3DEBWhHXqHw-RDNA;Day1;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1drz0762wv861ane;Dag2.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fcdcf897e-ebc7-af9d-7bdb-2e08471a2d57-Dag2.jpg?Expires=1731342067106&KeyName=labelbox-assets-key-3&Signature=kibg4ENK2W54UNRRKRA9GqQyPuo;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1ds00762l1i144nc;Dag2-2.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F572c4e3f-3307-594c-a1f8-9aeb97657438-Dag2-2.jpg?Expires=1731342067110&KeyName=labelbox-assets-key-3&Signature=1DLeg-3rdKcXZjWGICPxFwqZzPk;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1ds10762ef4idk3g;Dag2-3.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fad248cef-95af-96b6-497d-a2a0ffbb6410-Dag2-3.jpg?Expires=1731342067111&KeyName=labelbox-assets-key-3&Signature=h05aUPzqjWxianyJfrXieYC1M7E;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1ds40762l9rot9sw;Dag2-6.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Ff2901065-cbea-d7c8-ae31-cf09edb8e630-Dag2-6.jpg?Expires=1731342067112&KeyName=labelbox-assets-key-3&Signature=jvRKJVb40r-mxbxLz8ecJPrEFvA;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1ds50762r6tx5z0n;Dag2-7.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fc1b34237-97ef-cbc0-1b57-344287bc7eb5-Dag2-7.jpg?Expires=1731342067111&KeyName=labelbox-assets-key-3&Signature=3KODfAbJ0pE4-UjO7BPrqfm-YHA;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1ds70762zh3vvfmx;Dag2-9.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F6d30ebc8-a35c-a4c7-b444-1b877abc4690-Dag2-9.jpg?Expires=1731342067111&KeyName=labelbox-assets-key-3&Signature=OfEXjB7r8eoXgRDIkYgzD1DM1XU;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1ds90762txb9q3ri;Dag2-11.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F9960b4ed-3b37-81d2-8fb5-755dd40aeae7-Dag2-11.jpg?Expires=1731342067114&KeyName=labelbox-assets-key-3&Signature=a17SX2vIn3nopmbfRHoF98vsGlk;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dsa0762mo4ck9du;Dag2-12.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fb5b77bcc-7439-b3be-15fc-831002ab7816-Dag2-12.jpg?Expires=1731342067114&KeyName=labelbox-assets-key-3&Signature=Gzf6yc81gs1c1hXKuG69oPX-49Y;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dsi07620f5ujn9z;Dag2-20.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F699c203e-d781-6bc8-f5d1-d101934415ad-Dag2-20.jpg?Expires=1731342067115&KeyName=labelbox-assets-key-3&Signature=myb662HvRVOIsMBWxbj3Qu9_q9o;Day2;ImageBoundingBox;Top: 345.0, Left: 0.0, Height: 4279.0, Width: 3472.0
cm2oh0vbe1dsj0762vhuajode;Dag2-21.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F9c087766-6cf7-5e4f-27cb-f0547c0046ce-Dag2-21.jpg?Expires=1731342067115&KeyName=labelbox-assets-key-3&Signature=vJQnxv6kJeSfSe_5joV7VWghG4c;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dsk07627mjpe3w2;Dag2-22.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fc6ce9154-cbff-6ea0-f47a-9fda592d22dc-Dag2-22.jpg?Expires=1731342067117&KeyName=labelbox-assets-key-3&Signature=IV5bUkZDlTgDNFpri01fTnzWzNI;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dsm0762k1kb5b24;Dag2-24.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fc5118094-1cd7-87f5-09d2-886c4e5229a2-Dag2-24.jpg?Expires=1731342067116&KeyName=labelbox-assets-key-3&Signature=K2j4zvjdMFlcVHe8b7JkYZWD8fw;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dsn0762cfb6yg46;Dag2-25.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F63021b28-c8b3-ac45-cdcc-24d5695ae5a4-Dag2-25.jpg?Expires=1731342067116&KeyName=labelbox-assets-key-3&Signature=xoorcX0-tDz2XNo3AtkOiLzR_z0;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dso0762a8hl0kgx;Dag2-26.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F6527f814-64cf-e9a2-f42e-291b8f2b5baf-Dag2-26.jpg?Expires=1731342067119&KeyName=labelbox-assets-key-3&Signature=ldj8VT-kZq5AK6o0gszxVt1ZmO8;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2oh0vbe1dsr0762dfttclqp;Dag2-29.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F5108ffcd-af0e-f9ca-e71a-43459d69ceb9-Dag2-29.jpg?Expires=1731342067119&KeyName=labelbox-assets-key-3&Signature=E7-47exkFUet0OGoW_3bjqYg3YM;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dst0762zqx07ezt;Dag2-31.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F55d3f56b-22cd-533a-ccb5-33baa30b186b-Dag2-31.jpg?Expires=1731342067121&KeyName=labelbox-assets-key-3&Signature=qpR7LQlrG9rykUrsQRBK7mW6h_Y;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dsx07623feplsx2;Dag2-35.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F26b57b29-0b5f-e020-0a4a-90820ce43883-Dag2-35.jpg?Expires=1731342067120&KeyName=labelbox-assets-key-3&Signature=zJ5zGz3bhTvlCZyn6_N_xdxWn4w;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dsy0762x5vlu2s0;Dag2-36.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F57e75bc3-ddf2-2908-64b5-3e7b0ace205a-Dag2-36.jpg?Expires=1731342067120&KeyName=labelbox-assets-key-3&Signature=SqP_cVjThkato-g9XWN762qeNTA;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dsz0762zy0akuxz;Dag2-37.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fddda6c3e-4823-f99a-b549-5264195d102d-Dag2-37.jpg?Expires=1731342067123&KeyName=labelbox-assets-key-3&Signature=t1sTwPtZ62C4DBZCp_RtP5YG35U;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2oh0vbe1dt30762xv9np48e;Dag2-41.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fb4833fa7-c19d-37f0-c38c-8f0a80c85a35-Dag2-41.jpg?Expires=1731342067123&KeyName=labelbox-assets-key-3&Signature=xIJ_f0wOveFUzgdAIMFzyAcTNAY;Day2;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1ewp07357y3k9ej3;Dag3.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Faa26e063-ddfa-79d8-1398-8b4ddd23bdb0-Dag3.jpg?Expires=1731342067124&KeyName=labelbox-assets-key-3&Signature=TwJFCXlyJ8cuZqo2Z9PHlSgNTE0;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1ewr0735x9wi6k1b;Dag3-3.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fecf2eff5-70cc-8dba-4b23-9a81c27e53d2-Dag3-3.jpg?Expires=1731342067124&KeyName=labelbox-assets-key-3&Signature=2QR4ByT5N_kLOQq_6yuE1xUxMeA;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1ews0735kh0nq6pm;Dag3-4.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Ffa5df485-f5f7-bf8b-e123-437727ce6551-Dag3-4.jpg?Expires=1731342067126&KeyName=labelbox-assets-key-3&Signature=x19dAFNKNSfhmVf7qaOxpcsJGzE;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1ewv0735n7k30ce2;Dag3-7.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fde63cabc-d54c-b90f-57f1-c473ced37830-Dag3-7.jpg?Expires=1731342067125&KeyName=labelbox-assets-key-3&Signature=ZmSntu0bIKnPJ5uslwSAGyyvTEs;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1ewx0735kkcff5dx;Dag3-9.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fe346be8f-ecf2-9e46-27d9-92dcff021f3f-Dag3-9.jpg?Expires=1731342067125&KeyName=labelbox-assets-key-3&Signature=WmnW0Uj85aibu8y97bVtRimvKsc;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1ex80735f3h6l0b2;Dag3-20.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F555a9a89-a80c-cec0-3e4a-492b7ae94140-Dag3-20.jpg?Expires=1731342067128&KeyName=labelbox-assets-key-3&Signature=Zw0T9IBuMiMId-uUcKe-Dm_bCkc;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2opd4et1ex90735cuecwar6;Dag3-21.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F4a09f671-c902-36f7-05e8-d99a1a7a5c31-Dag3-21.jpg?Expires=1731342067128&KeyName=labelbox-assets-key-3&Signature=QGVjy3TFP1KMZWihHjbLl5Iuyns;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2opd4et1exa0735jwn5rs1t;Dag3-22.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Facb64b7e-7e12-7213-50dc-f30925a0b470-Dag3-22.jpg?Expires=1731342067130&KeyName=labelbox-assets-key-3&Signature=lr2sD-V_bMKVfy2vV_1t9dHdqng;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2opd4et1exb07359f5c6ate;Dag3-23.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fe4deea81-d82e-7bea-0b62-6b2cc687bbbb-Dag3-23.jpg?Expires=1731342067129&KeyName=labelbox-assets-key-3&Signature=KEhfhSsybm20v0v8E3zh5Q45WQk;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2opd4et1exc0735bapz6szz;Dag3-24.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F2978db90-85ad-a991-cc2e-47813e45b3ea-Dag3-24.jpg?Expires=1731342067129&KeyName=labelbox-assets-key-3&Signature=UScQ7hERBTDswIUP3yvJNwaELf8;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1exh0735f8ptugh7;Dag3-29.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F4651f716-d287-5333-5a0a-2f42981c62d1-Dag3-29.jpg?Expires=1731342067132&KeyName=labelbox-assets-key-3&Signature=wjPyUkItMyCNtg0sruWcSdQieNg;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2opd4et1exi0735rli8ncj6;Dag3-30.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F3490363c-239a-2449-53cf-82fb51e7975b-Dag3-30.jpg?Expires=1731342067132&KeyName=labelbox-assets-key-3&Signature=Z7GLggFpQxwEAd72ZufVRyo1UkM;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2opd4et1exj0735wbw6llso;Dag3-31.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F12279a09-c6e8-6c51-2ffc-d71b136423ab-Dag3-31.jpg?Expires=1731342067133&KeyName=labelbox-assets-key-3&Signature=uzjC8-_SvEbR65SFioR41SrrHM0;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2opd4et1exl0735hxkam7zr;Dag3-33.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F2953fa48-5c83-cc71-8b32-2e348aa8bf0b-Dag3-33.jpg?Expires=1731342067133&KeyName=labelbox-assets-key-3&Signature=haY-N-3zibJd-VxqaweRSPo6gSg;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1exn0735ge607v71;Dag3-35.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F81fb95d6-34ed-453e-e68e-6bf3b649c879-Dag3-35.jpg?Expires=1731342067135&KeyName=labelbox-assets-key-3&Signature=CA2joju6-d8PKaTO39AEqL3lOW4;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2opd4et1exo0735aecod671;Dag3-36.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fc31651eb-5ea4-eb61-649e-010fae064026-Dag3-36.jpg?Expires=1731342067134&KeyName=labelbox-assets-key-3&Signature=GbpzDINm0dmZC2s_VmKtl3iLcBk;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
